high_price,low,open,volumefrom,volumeto,close,conversionType
34.9,32.92,33.38,39786.14,1362290.79,34.5,direct
34.81,33.15,34.5,36662.49,1241775.93,34.25,direct
34.5,33.8,34.25,12524.59,427480.57,34.5,direct
36.7,34.19,34.5,46771.49,1659027.49,36.15,direct
40.65,36.15,36.15,85425.52,3361374.96,40.33,direct
49.1,40.14,40.33,126451.72,5712472.93,41.02,direct
45.5,33.3,41.02,157316.08,6439707.76,42.0,direct
44.5,41.02,42.0,47095.97,2032649.25,44.18,direct
46.99,43.41,44.18,44475.89,2020839.64,46.85,direct
47.95,45.47,46.85,36363.25,1703124.85,46.0,direct
48.47,45.54,46.0,41390.18,1970814.35,48.4,direct
48.4,36.65,48.4,183404.75,8014406.02,44.29,direct
47.3,43.75,44.29,49497.44,2297381.06,46.92,direct
47.99,46.05,46.92,37034.85,1752253.49,47.17,direct
47.45,46.4,47.17,20223.95,951174.39,46.95,direct
47.36,46.27,46.95,16288.51,763344.96,47.0,direct
47.74,46.8,47.0,13902.62,658983.36,47.4,direct
52.88,47.12,47.4,65199.79,3193717.3,51.6,direct
62.0,50.0,51.6,111627.22,6182806.06,59.14,direct
66.0,57.7,59.14,93128.83,5776100.55,64.49,direct
74.9,63.1,64.49,94225.81,6508438.17,70.85,direct
73.75,65.0,70.85,73168.07,5169041.03,69.87,direct
70.5,52.35,69.87,150462.18,9429342.99,64.35,direct
72.5,62.7,64.35,42006.36,2895161.77,71.93,direct
78.0,69.52,71.93,79730.06,5920116.46,73.8,direct
79.72,73.11,73.8,56654.33,4376373.47,78.5,direct
89.5,78.4,78.5,72182.81,6126022.75,88.92,direct
95.7,75.0,88.92,140226.88,12257633.95,86.78,direct
93.06,83.01,86.78,83152.75,7382080.86,90.5,direct
94.98,87.0,90.5,37270.51,3418588.27,92.19,direct
93.8,91.0,92.19,21092.38,1955242.2,93.03,direct
106.0,92.24,93.03,90527.29,9055970.0,104.0,direct
118.36,99.0,104.0,81260.8,8744282.1,117.98,direct
147.0,110.0,117.98,152624.24,19519658.71,135.0,direct
142.12,116.39,135.0,88124.78,11598387.76,132.12,direct
144.94,130.24,132.12,68557.5,9544390.16,142.32,direct
143.9,139.54,142.32,18273.09,2597665.45,142.63,direct
164.9,142.63,142.63,60947.52,9401468.33,162.3,direct
194.9,162.3,162.3,114126.51,20713163.11,187.5,direct
240.11,186.5,187.5,105724.64,22696282.53,230.0,direct
266.0,105.0,230.0,190141.86,35109363.41,165.0,direct
188.7,110.2,165.0,118645.43,18855846.81,124.9,direct
140.0,54.25,124.9,556289.1,47600783.3,117.0,direct
130.0,85.5,117.0,238226.32,26254439.22,93.0,direct
110.0,84.44,93.0,166267.46,16195892.56,90.0,direct
102.0,71.51,90.0,236632.26,20602989.31,82.39,direct
84.5,50.01,82.39,572185.69,37382133.29,68.36,direct
98.78,63.3,68.36,327596.55,27933826.14,93.07,direct
113.0,86.0,93.07,172934.67,16840477.58,109.07,direct
136.43,105.54,109.07,257118.56,30707765.35,118.5,direct
132.0,115.0,118.5,74351.51,9221372.14,127.1,direct
130.5,110.0,127.1,99128.56,12043904.1,119.2,direct
127.4,118.5,119.2,59118.35,7285334.39,127.4,direct
144.02,124.97,127.4,116098.21,15630270.39,143.48,direct
166.43,140.97,143.48,225857.24,34345816.98,154.2,direct
162.0,120.09,154.2,187632.74,26844741.74,141.71,direct
144.99,121.45,141.71,128988.67,17058551.43,136.9,direct
139.88,122.71,136.9,59870.79,7853806.49,128.0,direct
136.68,127.5,128.0,27503.11,3662548.48,134.44,direct
149.08,133.0,134.44,70186.33,9983975.08,144.0,direct
146.93,134.0,144.0,65198.58,9119200.99,139.23,direct
140.06,104.0,139.23,179988.85,21787942.86,116.38,direct
126.9,91.11,116.38,234129.17,24932099.53,106.25,direct
109.0,79.0,106.25,246411.17,22496255.33,98.1,direct
116.3,92.0,98.1,132582.59,14143158.98,112.9,direct
118.85,107.0,112.9,84177.84,9553872.26,115.98,direct
124.9,106.01,115.98,150048.99,17604384.72,112.25,direct
114.0,97.52,112.25,139626.72,14898971.67,109.61,direct
116.78,109.5,109.61,61680.32,6990518.96,113.2,direct
113.72,108.8,113.2,26894.46,3003068.41,112.8,direct
122.5,111.54,112.8,77443.67,9140709.08,117.7,direct
118.74,113.0,117.7,28023.47,3238018.29,115.64,direct
117.47,112.4,115.64,20575.19,2357929.41,114.82,direct
118.88,114.5,114.82,26134.01,3058207.49,117.98,direct
119.8,109.42,117.98,87726.09,10075279.73,111.4,direct
116.44,103.02,111.4,117898.23,12997994.8,114.22,direct
118.97,112.1,114.22,45071.68,5202992.37,118.21,direct
125.56,116.57,118.21,79063.33,9600699.71,123.5,direct
125.31,122.25,123.5,22615.72,2800255.89,123.21,direct
124.5,119.5,123.21,20478.43,2495650.34,122.5,direct
123.69,120.1,122.5,17238.12,2108418.94,122.02,direct
123.08,121.1,122.02,13313.67,1628026.67,122.89,direct
124.5,122.0,122.89,18198.48,2238395.81,123.8,direct
126.93,123.0,123.8,22045.5,2762861.55,126.3,direct
133.98,125.36,126.3,48649.99,6317090.66,133.1,direct
133.5,128.2,133.1,16816.58,2200845.29,131.99,direct
136.0,130.61,131.99,23327.21,3126240.29,133.5,direct
135.47,124.0,133.5,46796.59,6052716.47,130.64,direct
130.64,125.4,130.64,22748.7,2911329.39,129.0,direct
132.72,127.6,129.0,19177.31,2500237.39,132.25,direct
132.4,126.5,132.25,24566.45,3179031.6,128.8,direct
130.0,126.33,128.8,16466.87,2110227.34,128.82,direct
