59085.64,57217.94,58989.17,22352.53,1298154355.3,57313.44
59431.04,57135.27,57313.44,23766.29,1383666270.94,59147.8
59825.44,57411.84,59147.8,26568.4,1548986994.4,57481.84
58532.47,55625.58,57481.84,43027.18,2458579314.87,57975.52
58329.93,55651.61,57975.52,38784.5,2198240196.62,56167.4
57004.28,52552.05,56167.4,69521.39,3807917186.59,53954.33
54852.05,53742.58,53954.33,17050.67,925092003.79,54167.82
55321.44,53631.93,54167.82,19159.79,1042880564.27,54879.33
58005.33,54591.28,54879.33,42637.41,2385673385.77,57056.31
58050.66,56397.36,57056.31,33391.45,1908344975.36,57642.43
58002.86,55554.25,57642.43,55576.26,3160608627.55,57354.27
58573.29,57330.99,57354.27,40914.83,2373500502.95,58140.61
60666.01,57637.58,58140.61,40546.37,2401277043.91,60548.12
60653.12,59433.38,60548.12,15042.25,903199598.39,60013.26
60409.32,58697.69,60013.26,19176.34,1146142289.52,59139.21
59215.73,57486.82,59139.21,33106.34,1927790314.93,58210.01
61356.68,57624.63,58210.01,40712.51,2440680770.1,60321.59
61794.54,59185.2,60321.59,48151.29,2902628124.61,61775.68
63881.87,61582.28,61775.68,46829.96,2939807292.07,62963.41
64131.22,62345.57,62963.41,34617.55,2188110863.96,63211.47
63548.08,62767.25,63211.47,12142.67,766364347.61,63363.17
64015.58,62394.47,63363.17,18884.06,1190921326.46,63587.45
64749.32,62584.5,63587.45,27280.27,1734107185.41,63341.97
64698.02,62710.48,63341.97,32160.64,2045185242.06,64276.65
64823.35,62938.97,64276.65,23967.21,1526541478.78,63144.83
65861.15,62660.36,63144.83,43302.56,2800234985.9,65183.68
66547.69,64839.11,65183.68,36162.6,2378877920.32,65790.28
66267.41,65442.19,65790.28,10383.49,682765288.62,65868.67
66081.97,65440.3,65868.67,11532.92,758322138.61,65611.98
65627.43,62846.03,65611.98,42396.01,2712227231.34,63314.81
64112.99,60156.13,63314.81,67326.52,4189744833.01,60790.06
62383.28,59976.82,60790.06,55652.18,3402156876.74,60641.8
61478.71,59846.16,60641.8,50457.09,3058499959.35,60746.35
62480.52,60458.33,60746.35,38904.7,2395319327.7,62094.06
62377.77,61689.84,62094.06,10082.43,625465514.89,62059.19
62976.08,61815.61,62059.19,13418.93,838451338.95,62821.76
64458.38,62129.23,62821.76,41062.64,2602786910.05,62209.84
63185.68,61832.71,62209.84,33506.88,2090901005.09,62129.17
62513.84,60252.65,62129.17,37528.72,2311387233.46,60585.22
61251.26,58869.24,60585.22,42405.42,2553922274.06,60280.38
63418.56,60039.18,60280.38,36112.65,2236421715.94,62517.42
63469.71,62473.78,62517.42,15673.6,987509499.19,63197.03
63276.36,62036.49,63197.03,16786.01,1051974824.5,62854.48
66494.04,62438.82,62854.48,50393.51,3279898050.67,66068.25
67938.85,64791.36,66068.25,51909.81,3442311150.59,67064.69
68401.67,66752.45,67064.69,42024.2,2841013476.69,67614.71
67931.28,66643.91,67614.71,32062.99,2154293295.5,67408.87
69016.74,67167.07,67408.87,36869.58,2516405877.34,68425.63
68681.33,68009.42,68425.63,7712.36,526753638.72,68370.04
69385.31,68094.66,68370.04,11999.25,824334290.12,69020.94
69501.44,66811.42,69020.94,36536.85,2480399716.7,67358.14
67800.62,66540.7,67358.14,32484.74,2184452853.61,67390.32
67436.29,65171.54,67390.32,32488.79,2154644447.87,66612.97
68812.4,66456.7,66612.97,31715.51,2144280257.66,68163.56
68745.57,65510.53,68163.56,43824.41,2952724943.71,66577.77
67366.46,66343.25,66577.77,14159.11,946447393.67,67014.72
68254.55,66852.5,67014.72,12105.31,818581011.16,67945.14
70241.74,67541.0,67945.14,42091.94,2902994091.1,69925.83
73612.24,69725.05,69925.83,58289.36,4194343293.57,72723.67
72945.06,71408.4,72723.67,38392.15,2769522546.26,72331.96
72675.24,69585.02,72331.96,39358.14,2794856636.84,70207.54
71616.01,68755.75,70207.54,49030.12,3429441961.46,69473.41
69884.38,69006.88,69473.41,10811.2,750733288.76,69354.01
69364.8,67457.91,69354.01,29674.18,2028670648.54,68747.04
69453.56,66793.64,68747.04,43141.35,2939056973.62,67811.95
70540.03,67432.99,67811.95,47211.37,3274519976.93,69378.09
76482.2,69295.92,69378.09,116207.84,8601347745.99,75643.57
76963.92,74472.09,75643.57,58490.52,4433063855.56,75922.41
77289.29,75656.7,75922.41,48629.32,3714364388.44,76562.31
76949.29,75763.57,76562.31,15808.47,1208160963.89,76716.41
81520.53,76545.66,76716.41,57715.18,4582398468.87,80429.43
89644.7,80283.65,80429.43,104407.32,8845679630.06,88758.31
90006.57,85125.04,88758.31,117605.91,10326697667.45,88040.54
93479.86,86252.86,88040.54,124766.84,11250681620.25,90498.51
91817.29,86679.1,90498.51,81846.21,7309565757.27,87334.19
91897.76,87118.43,87334.19,71049.87,6353615968.72,91058.92
91810.87,90092.82,91058.92,27488.76,2501576427.85,90630.94
91436.45,88728.28,90630.94,30966.65,2791320512.2,89877.16
92649.98,87547.97,89877.16,66007.84,6006522738.03,90514.83
94056.9,90414.27,90514.83,64909.54,5995386487.48,92418.48
95056.1,91612.46,92418.48,70180.2,6579886464.89,94379.92
99056.4,94152.97,94379.92,89243.49,8678686263.5,98436.25
99772.99,97207.77,98436.25,74286.51,7337283037.5,99010.89
99023.88,97219.23,99010.89,29017.14,2853544178.0,97765.04
98670.34,95781.2,97765.04,30269.68,2940396079.61,98018.2
98974.51,92592.66,98018.2,68259.16,6533804395.53,93019.38
95007.52,90730.54,93019.38,77087.79,7150066318.55,91903.89
97373.56,91757.22,91903.89,47765.92,4533983270.73,95957.51
96672.28,94677.17,95957.51,24214.5,2311939499.68,95670.41
98735.69,95391.39,95670.41,39884.8,3883366949.57,97510.92
97514.26,96137.13,97510.92,12565.01,1215861238.63,96473.51
